dataset,generator,target,target_is_hub,seed,retention,violation_rate,f1_full,f1_filtered
census_acs,ctgan,household_size,False,44,59.150000000000006,0.4085,0.31850549450549454,0.3135011441647597
census_acs,ctgan,age_group,False,44,59.150000000000006,0.4085,0.39210103144529374,0.3791579909603372
census_acs,ctgan,household_income,True,45,63.55,0.3645,0.590107008716604,0.8049864573928744
census_acs,ctgan,housing_cost,True,45,63.55,0.3645,0.3348115299334812,0.33184855233853006
census_acs,ctgan,poverty_status,True,45,63.55,0.3645,0.425663371697645,0.502790330307778
census_acs,ctgan,education,True,45,63.55,0.3645,0.3258426966292135,0.35738456228494975
census_acs,ctgan,tenure,True,45,63.55,0.3645,0.35344586507377207,0.3429940056669589
census_acs,ctgan,cost_burden_pct,False,45,63.55,0.3645,0.33035714285714285,0.33035714285714285
census_acs,ctgan,employment_status,False,45,63.55,0.3645,0.39489642909274275,0.38491638078902235
census_acs,ctgan,household_size,False,45,63.55,0.3645,0.4303722359208323,0.46427929385539135
census_acs,ctgan,age_group,False,45,63.55,0.3645,0.4439791869740112,0.4676874308442238
census_acs,ctgan,household_income,True,46,69.3,0.307,0.36782254142819737,0.5747318349105425
census_acs,ctgan,housing_cost,True,46,69.3,0.307,0.4547131500619951,0.5758830223247824
census_acs,ctgan,poverty_status,True,46,69.3,0.307,0.32432432432432434,0.35479491695574666
census_acs,ctgan,education,True,46,69.3,0.307,0.3587475515318201,0.5076522305437968
census_acs,ctgan,tenure,True,46,69.3,0.307,0.3466739766081871,0.3758179804691433
census_acs,ctgan,cost_burden_pct,False,46,69.3,0.307,0.35049890040603315,0.4090667280125376
census_acs,ctgan,employment_status,False,46,69.3,0.307,0.4177792250081407,0.3857921355716897
census_acs,ctgan,household_size,False,46,69.3,0.307,0.4023771367521367,0.43010516527805903
census_acs,ctgan,age_group,False,46,69.3,0.307,0.34797932330827064,0.39539996617622186
census_acs,ctgan,household_income,True,47,66.14999999999999,0.3385,0.46316731285416046,0.6929206943115149
census_acs,ctgan,housing_cost,True,47,66.14999999999999,0.3385,0.3711076933051424,0.502825472723321
