seed,error_type,corruption_level,method,f1,precision,recall,roc_auc,pr_auc,n_flagged,n_true_errors
46,row_duplication,0.4,GMM,0.4984423676012461,0.387007601935038,0.7,0.48948125,0.3920286765019283,1447,800
46,feature_dropout,0.4,HIF,0.08775981524249422,0.5757575757575758,0.0475,0.6417776041666666,0.5572981020799422,66,800
46,feature_dropout,0.4,IsolationForest,0.22088353413654618,0.2377521613832853,0.20625,0.354234375,0.30683541001060005,694,800
46,feature_dropout,0.4,LOF,0.5183946488294314,0.38944723618090454,0.775,0.48486875,0.39876979258479356,1592,800
46,feature_dropout,0.4,GMM,0.4785714285714286,0.37222222222222223,0.67,0.4665229166666667,0.41971499749929675,1440,800
46,covariate_shift,0.4,HIF,0.012048192771084338,0.16666666666666666,0.00625,0.28323645833333333,0.3510362108666211,30,800
46,covariate_shift,0.4,IsolationForest,0.3931203931203931,0.3864734299516908,0.4,0.47971041666666664,0.41587299324461946,828,800
46,covariate_shift,0.4,LOF,0.2669264490988797,0.21867517956903432,0.3425,0.20762395833333333,0.26530911131576124,1253,800
46,covariate_shift,0.4,GMM,0.32857845548450565,0.2708840227088402,0.4175,0.26145729166666665,0.27779690903017135,1233,800
47,random_injection,0.4,HIF,0.368,0.92,0.23,0.8818687500000001,0.8383153462556401,200,800
47,random_injection,0.4,IsolationForest,0.4616265750286369,0.4260042283298097,0.50375,0.5369010416666666,0.41603975275036476,946,800
47,random_injection,0.4,LOF,0.6169036334913112,0.45092378752886836,0.97625,0.8580739583333332,0.8224675411202251,1732,800
47,random_injection,0.4,GMM,0.6309859154929578,0.4652818991097923,0.98,0.8675114583333332,0.8284270991138234,1685,800
47,semantic_hallucination,0.4,HIF,0.21397379912663755,0.8448275862068966,0.1225,0.8188614583333333,0.7628981794831321,116,800
47,semantic_hallucination,0.4,IsolationForest,0.472127417519909,0.4331941544885177,0.51875,0.5415322916666667,0.4320663910043683,958,800
47,semantic_hallucination,0.4,LOF,0.5996810207336523,0.44028103044496486,0.94,0.7126677083333334,0.6437994109193329,1708,800
47,semantic_hallucination,0.4,GMM,0.6054671562627499,0.4494245911568746,0.9275,0.8074531249999999,0.7819127156907473,1651,800
47,row_duplication,0.4,HIF,0.03597122302158273,0.4411764705882353,0.01875,0.5086531249999999,0.4106018443524173,34,800
47,row_duplication,0.4,IsolationForest,0.43568945538818077,0.4060475161987041,0.47,0.5152380208333334,0.41453263368654425,926,800
47,row_duplication,0.4,LOF,0.5268414481897628,0.3948845913911416,0.79125,0.502003125,0.4046789824147692,1603,800
47,row_duplication,0.4,GMM,0.5352714835399743,0.40675763482781024,0.7825,0.5092635416666667,0.40427312442957475,1539,800
47,feature_dropout,0.4,HIF,0.052318668252080855,0.5365853658536586,0.0275,0.6450333333333332,0.5655069559421234,41,800
47,feature_dropout,0.4,IsolationForest,0.2826362484157161,0.2866323907455013,0.27875,0.39103333333333334,0.32217920928318833,778,800
47,feature_dropout,0.4,LOF,0.5167301990681914,0.39077514413837283,0.7625,0.48885312500000005,0.4005280613032618,1561,800
47,feature_dropout,0.4,GMM,0.532762312633833,0.4052117263843648,0.7775,0.5489927083333334,0.47466913511786674,1535,800
47,covariate_shift,0.4,HIF,0.007326007326007326,0.15789473684210525,0.00375,0.2932645833333334,0.3524311700577136,19,800
47,covariate_shift,0.4,IsolationForest,0.39550029603315573,0.37570303712035996,0.4175,0.4797927083333333,0.3977390694846452,889,800
47,covariate_shift,0.4,LOF,0.2898832684824903,0.2372611464968153,0.3725,0.22330729166666666,0.27051660705262026,1256,800
47,covariate_shift,0.4,GMM,0.2902743142144638,0.24149377593360996,0.36375,0.23715833333333333,0.27164571542317234,1205,800
48,random_injection,0.4,HIF,0.3783783783783784,0.949748743718593,0.23625,0.8776348958333333,0.8402497538357692,199,800
48,random_injection,0.4,IsolationForest,0.44588235294117645,0.4211111111111111,0.47375,0.5156541666666666,0.4051417219817294,900,800
48,random_injection,0.4,LOF,0.6080870917573873,0.44130925507900676,0.9775,0.8500583333333334,0.817709534464975,1772,800
48,random_injection,0.4,GMM,0.6167763157894737,0.45955882352941174,0.9375,0.8348635416666668,0.8120066181990861,1632,800
48,semantic_hallucination,0.4,HIF,0.21122112211221122,0.8807339449541285,0.12,0.8191447916666668,0.7684844775977488,109,800
48,semantic_hallucination,0.4,IsolationForest,0.44037780401416765,0.4172259507829978,0.46625,0.5047989583333333,0.4043374451569971,894,800
48,semantic_hallucination,0.4,LOF,0.5896632732967894,0.42930444697833525,0.94125,0.7030114583333333,0.630330035874982,1754,800
48,semantic_hallucination,0.4,GMM,0.6072772898368883,0.45631678189817726,0.9075,0.7974958333333335,0.77717886128555,1591,800
48,row_duplication,0.4,HIF,0.024154589371980676,0.35714285714285715,0.0125,0.5021348958333333,0.40506449706279885,28,800
48,row_duplication,0.4,IsolationForest,0.43102427471876853,0.4094488188976378,0.455,0.5054484374999999,0.4150039664824444,889,800
48,row_duplication,0.4,LOF,0.5443400081732734,0.40437158469945356,0.8325,0.5033869791666666,0.4010287232101749,1647,800
48,row_duplication,0.4,GMM,0.5033647375504711,0.3925822253324003,0.70125,0.48634895833333336,0.39630094379293834,1429,800
48,feature_dropout,0.4,HIF,0.07565011820330969,0.6956521739130435,0.04,0.6327697916666666,0.5575746763426166,46,800
48,feature_dropout,0.4,IsolationForest,0.24479166666666666,0.2554347826086957,0.235,0.37688541666666664,0.3139392294850325,736,800
48,feature_dropout,0.4,LOF,0.5184265010351967,0.3876160990712074,0.7825,0.47116041666666664,0.3822796951614118,1615,800
48,feature_dropout,0.4,GMM,0.4199424736337488,0.3405909797822706,0.5475,0.44428020833333337,0.4020531617021639,1286,800
48,covariate_shift,0.4,HIF,0.014616321559074299,0.2857142857142857,0.0075,0.29353958333333335,0.3528481546543281,21,800
48,covariate_shift,0.4,IsolationForest,0.38522107813446393,0.3736780258519389,0.3975,0.45742395833333327,0.4099876262782223,851,800
48,covariate_shift,0.4,LOF,0.27151051625239003,0.21981424148606812,0.355,0.1885125,0.2606292441039216,1292,800
48,covariate_shift,0.4,GMM,0.312,0.26,0.39,0.2645385416666667,0.2783495619637973,1200,800
49,random_injection,0.4,HIF,0.34285714285714286,0.9333333333333333,0.21,0.8839359375,0.8455342727436101,180,800
49,random_injection,0.4,IsolationForest,0.4463373083475298,0.40894901144641,0.49125,0.5075177083333333,0.3946638552942604,961,800
49,random_injection,0.4,LOF,0.6179952644041041,0.4515570934256055,0.97875,0.8626375000000001,0.8357262082921888,1734,800
49,random_injection,0.4,GMM,0.6338486574450773,0.46984318455971047,0.97375,0.8846864583333333,0.8645020557022447,1658,800
49,semantic_hallucination,0.4,HIF,0.17647058823529413,0.9285714285714286,0.0975,0.8246677083333334,0.7914837974018266,84,800
49,semantic_hallucination,0.4,IsolationForest,0.42668200115008625,0.3951011714589989,0.46375,0.49785416666666665,0.3946716295836816,939,800
49,semantic_hallucination,0.4,LOF,0.5894652191395255,0.4344991108476586,0.91625,0.6960218750000001,0.6421945516145657,1687,800
49,semantic_hallucination,0.4,GMM,0.6194182712003278,0.4606946983546618,0.945,0.8297072916666668,0.8152667932514521,1641,800
49,row_duplication,0.4,HIF,0.014796547472256474,0.5454545454545454,0.0075,0.5137223958333333,0.406907504524288,11,800
49,row_duplication,0.4,IsolationForest,0.41895845523698066,0.39383938393839385,0.4475,0.50315,0.3989910155068518,909,800
49,row_duplication,0.4,LOF,0.5332775219757221,0.4008810572687225,0.79625,0.5126817708333333,0.4003001682080142,1589,800
49,row_duplication,0.4,GMM,0.5217391304347826,0.4,0.75,0.5057041666666666,0.40473360454493046,1500,800
49,feature_dropout,0.4,HIF,0.07646356033452807,0.8648648648648649,0.04,0.6505203125000001,0.5968705874216185,37,800
49,feature_dropout,0.4,IsolationForest,0.1712744436952124,0.18594436310395315,0.15875,0.28117916666666665,0.28269778480258834,683,800
